0.000000000000000000e+00 2.303120639817609616e-01 6.249572676288189105e-02 -1.878803253987726754e-02 1.119064161567688391e-02 -6.129820606570912656e-03 -5.474825435384541791e-03 5.722531178004692035e-03 -1.409313516091778616e-03 6.926447786625602836e-04
1.000000000000000056e-01 -2.686752843463675183e-02 2.130121645640584843e-02 -1.473368847883087945e-02 -1.883879923871461387e-02 -1.082730969727129650e-02 -8.537901410858986240e-03 -1.122619299203419380e-02 -7.313269931896293485e-03 -8.956904798182722949e-03
2.000000000000000111e-01 1.108184597928973947e-02 -4.139535417403585049e-02 -4.611439851910519722e-02 -5.538569775342314094e-02 -2.110186345891739215e-02 -1.063514776556986202e-02 -1.136681554099169128e-02 -1.512808620052200938e-02 -1.656157372102004532e-02
3.000000000000000444e-01 -6.111758387312300755e-02 -1.338615521284260146e-03 -6.705115216573143133e-02 -4.182998367610740731e-02 -1.456715393525463351e-02 -2.683418389945918178e-02 -1.679566450644873199e-02 -2.290845693982002107e-02 -1.953327933098058730e-02
4.000000000000000222e-01 6.536481975918936177e-03 -1.395247888185202623e-02 -3.879124910898569534e-04 -2.674343990759775122e-02 -2.993435517706335980e-02 -2.229809221407151251e-02 -1.922261870098043723e-02 -2.051611185933986670e-02 -2.103829006104630805e-02
5.000000000000000000e-01 1.664527308608983458e-01 -2.087545306587786434e-02 1.171754019541188657e-02 -8.019539480682990815e-03 -2.135207102615575836e-02 -9.023973287611298730e-03 -1.904716091331299516e-02 -1.879213875709947676e-02 -1.969359638174978527e-02
6.000000000000000888e-01 -5.738012910970789054e-02 -1.335937109043957016e-01 -5.139843604827349505e-02 -2.567235998836452787e-02 -2.365564311441394063e-02 -1.873697407647884755e-02 -1.790739141569865425e-02 -1.569246051908776765e-02 -1.716151976239796428e-02
7.000000000000000666e-01 -1.191858018212361425e-01 1.774509715371530919e-02 -3.679940420665131495e-02 -9.509209160871315639e-03 -2.095792640701605453e-02 -8.689074155642757119e-03 -9.320113780686261826e-03 -1.394527432310193465e-02 -1.153482381357151705e-02
8.000000000000000444e-01 -8.221911086708253574e-03 7.456565029412655365e-02 -1.048504648037630604e-02 3.627942514849246888e-03 2.001828725919405950e-03 -8.569366189295249750e-03 -5.539063591373561551e-03 -2.549569479603780962e-03 -3.917577654338970372e-03
9.000000000000000222e-01 3.156018920784894877e-02 -4.223434858944553200e-02 2.746855225659992211e-02 1.460890958545120293e-02 -7.335612864281335771e-04 2.699139492785765891e-03 3.151722620617716970e-03 5.290794941324816411e-03 3.095510443453629388e-03
1.000000000000000000e+00 -3.377854908254249167e-02 1.235683085637991341e-01 1.823762580296156913e-02 -1.811776046314112626e-02 1.004248030432385551e-02 7.900316019815735100e-03 2.111184283218729349e-02 1.531467969295608779e-02 1.302315490098919330e-02
1.100000000000000089e+00 -3.048675347381561707e-03 6.403294531442282889e-02 1.774908160118181949e-02 4.191000710183585831e-02 2.416085438760474935e-02 2.727004439623519766e-02 3.204519946065629427e-02 2.771216906255049781e-02 2.885275330093013332e-02
1.200000000000000178e+00 2.076755941842044553e-02 4.469917830272761294e-02 6.790266641955784721e-02 3.626269992723833713e-02 3.098830179900594756e-02 2.377489440333716703e-02 3.793951518220268354e-02 4.077352950967286227e-02 4.230155117986707930e-02
1.300000000000000044e+00 8.458210447474118210e-02 -2.625132881035438515e-02 2.913715901641731817e-02 4.685295997252630212e-02 6.550179030613553777e-02 5.485750880707560007e-02 5.306933818085497745e-02 5.456987761281548166e-02 5.486101894349407898e-02
1.400000000000000133e+00 3.584125077814405425e-02 6.634743634640437315e-02 1.482530292980471093e-02 6.770956643439753064e-02 7.817491953273228433e-02 7.115921388024888661e-02 6.849655153442657518e-02 7.305396064498173581e-02 6.951665471179459266e-02
1.500000000000000000e+00 2.121405541850412968e-02 5.958257781382173685e-02 7.399043632330565279e-02 1.118485432152365455e-01 9.437869820829465628e-02 8.270434026227341251e-02 8.394817553252253983e-02 8.761518600660667122e-02 8.624776540023020022e-02
1.600000000000000089e+00 2.252193979130621138e-01 8.213143668410087528e-02 9.766551016421445852e-02 9.385757554536641734e-02 1.012699895595548238e-01 1.029483805507026284e-01 9.968491094697773391e-02 1.032318860520964054e-01 1.027821630062394631e-01
1.700000000000000178e+00 3.070435540414034881e-01 4.400095643918175425e-02 2.104432149438908439e-01 1.183278850064776178e-01 9.269968095529296237e-02 1.279217850758835318e-01 1.201247086586791080e-01 1.163034596337514520e-01 1.184141334494755587e-01
1.800000000000000044e+00 2.895417960651053280e-01 1.432730101542900591e-01 1.087755050476251623e-01 1.355184747755463770e-01 1.307750886059294848e-01 1.325322917514423493e-01 1.301745199011052345e-01 1.332712763106795317e-01 1.339695157059931363e-01
1.900000000000000133e+00 2.150757735929745840e-01 1.561828450489358144e-01 1.202765512091234779e-01 1.521176291824850313e-01 1.554723467138653392e-01 1.449678561181775571e-01 1.495670205673855779e-01 1.497925307418747631e-01 1.481644689411507898e-01
2.000000000000000000e+00 1.287212321512803681e-01 2.004610155441764463e-01 1.646928169603540382e-01 1.640012382301762606e-01 1.562051549556236485e-01 1.634651685471359972e-01 1.606033480486170617e-01 1.634423607395672218e-01 1.617678336841679720e-01
2.100000000000000089e+00 1.068296710711619385e-01 1.555943734032353143e-01 1.403001403390743973e-01 1.524310328978087659e-01 1.507788980781204491e-01 1.686816599184922105e-01 1.705540376641576650e-01 1.743917985815679195e-01 1.723767355101740728e-01
2.200000000000000178e+00 2.238018996115422876e-01 5.001913353012171770e-02 1.819489966707939499e-01 1.969127475731584365e-01 1.633964141590980579e-01 1.778697853030844767e-01 1.870889486431966120e-01 1.865536420152590913e-01 1.831254677431721767e-01
2.300000000000000266e+00 1.707345107267209394e-01 1.577991556045884314e-01 1.837047415541148976e-01 1.660375490934953846e-01 2.013882355052161177e-01 1.899279066235622926e-01 1.917159200863176316e-01 1.871946203312827850e-01 1.933171814785445142e-01
2.400000000000000355e+00 3.483669305484204393e-01 1.456344310059007052e-01 1.861433785031701149e-01 1.860455290685227858e-01 1.979388212632096078e-01 2.018226828484331881e-01 1.997692334449828189e-01 1.997811320799566526e-01 1.984718426186826146e-01
2.500000000000000000e+00 2.053861749093437161e-01 2.159000879948308471e-01 2.299434391862371918e-01 2.264761740110759203e-01 2.152187584816573629e-01 2.091303918284672658e-01 2.016968645975615870e-01 2.065410206900326340e-01 2.069313302799839771e-01
2.600000000000000089e+00 4.181116917096771024e-01 2.098612650980171690e-01 2.684388529022653236e-01 1.930603768808193399e-01 2.127187627861314712e-01 2.115676473366945309e-01 2.093997587079547973e-01 2.067146767352703585e-01 2.087187572869777796e-01
2.700000000000000178e+00 2.463792325036575637e-01 2.732064802109762103e-01 2.091023131873179786e-01 2.105625223725777762e-01 2.031827137848249143e-01 2.028393280811886523e-01 2.097712446105311490e-01 2.125784939092894010e-01 2.090522238969191315e-01
2.800000000000000266e+00 4.062156187225260950e-01 1.690965665651541217e-01 1.900219113175103669e-01 2.329629648867732328e-01 1.830690394034834856e-01 2.048750510935164748e-01 2.087839117986710069e-01 2.087703692710415615e-01 2.069091359079542336e-01
2.900000000000000355e+00 3.312694751571405027e-01 3.553010234480116214e-01 2.663717411665194046e-01 1.931484679236577240e-01 1.956972470825837640e-01 2.016111408105379921e-01 2.009863219023166614e-01 2.037345927596254103e-01 2.017713188070864583e-01
3.000000000000000000e+00 2.331417089465071535e-01 2.476080061867688975e-01 1.549987354414981422e-01 1.708061006604775223e-01 1.893911475029408931e-01 1.940795266820952991e-01 1.935006007651559612e-01 1.958795354914159847e-01 1.958102061641855962e-01
3.100000000000000089e+00 8.232392953200545760e-02 1.877105969213707926e-01 2.714661998673141841e-01 1.630159048772389097e-01 1.940951953281172815e-01 1.793214123365212409e-01 1.833669568917700443e-01 1.873379288061035319e-01 1.823138420230525913e-01
3.200000000000000178e+00 -3.880221919038948086e-02 1.332357275343298841e-01 2.136655319621601490e-01 2.226544559502084131e-01 1.805972721056420816e-01 1.748780622770782223e-01 1.668953468845844612e-01 1.706155820258752065e-01 1.711628668260840869e-01
3.300000000000000266e+00 1.994956312942308130e-01 1.489943911624235506e-01 1.530207098958058232e-01 1.621955075584806394e-01 1.405319737161739857e-01 1.547172486942733904e-01 1.552032608233906430e-01 1.582998161313305951e-01 1.549876557289987522e-01
3.400000000000000355e+00 2.717095112411304081e-01 1.101793908112108644e-01 1.312471241916280396e-01 1.347007200999316701e-01 1.435668740417221922e-01 1.428166822004000580e-01 1.382135838519553406e-01 1.342929225534500448e-01 1.359347404257250369e-01
3.500000000000000000e+00 -1.045648670286521142e-02 1.534391115491057223e-01 1.199248691963566982e-01 1.572491105417367085e-01 1.264831211962035296e-01 1.197570684257038554e-01 1.121750738866492403e-01 1.136189729671751442e-01 1.151167902688018108e-01
3.600000000000000089e+00 3.414648272542601670e-02 5.497084510435892163e-02 2.395868322447380905e-02 8.632578038228871931e-02 8.514531937506651660e-02 8.029363774943489018e-02 8.861503679993863736e-02 8.768195079887765309e-02 8.874985423648465432e-02
3.700000000000000178e+00 9.966137538436026233e-02 4.113859609231781955e-02 6.492244541919857392e-02 7.109100996590449195e-02 6.106648173950298547e-02 6.013909822079577944e-02 6.163532447683341825e-02 6.147376007590195368e-02 6.017199719621372372e-02
3.800000000000000266e+00 3.750467196395834701e-02 4.041847864018784098e-02 4.207370906872705263e-02 -6.432356035721474574e-03 1.663972254188483824e-02 3.717953805309081455e-02 2.751709366682278390e-02 2.869727528359469065e-02 3.050918960998116880e-02
3.900000000000000355e+00 -9.064679282281912220e-02 2.635101697827053890e-02 -4.012786641282915095e-02 -1.790958711443929249e-02 8.252495847501024537e-03 -1.214212621259268439e-02 -1.094537372224665831e-03 -4.211474320920619713e-03 -1.983807183691826698e-03
4.000000000000000000e+00 -7.827669109931947866e-04 2.958862009018405070e-02 -5.820991647465051377e-02 -1.268797441697263467e-02 -6.217585176292306226e-02 -3.776190795810962370e-02 -3.041977291214697371e-02 -3.776037900214029852e-02 -3.509460693914367296e-02
4.100000000000000533e+00 -1.011945260213888143e-02 -5.885911585869719326e-02 -2.831982217174491140e-02 -9.694871452026815328e-02 -6.755995332798528374e-02 -8.202098194955441401e-02 -7.789800225334567174e-02 -7.468144989548912427e-02 -7.424470829103162195e-02
